NL,OCL,src
 user exists,"   user.oclIsUndefined() = false
",3
" The return value was the set of class Loan, including all l in all objects which user was linked to by LoanedBook. l represented an object of class Loan, and l meet:
      The attribute IsReturned of the object l was equal to false","   result = user.LoanedBook->select(l:Loan | l.IsReturned = false)
",3
" user is the object u in the instance set of class User. u represents an object of class User, and u meets:
      The attribute UserID of the object u is equal to uid
  loans is the set of class Loan, including all l in all objects which user is linked to by LoanedBook. l represents an object of class Loan, and l meets:
      The attribute IsReturned of the object l is equal to false
      The attribute OverDueFee of the object l is greater than 0","   user:User = User.allInstance()->any(u:User | u.UserID = uid),
   loans:Set(Loan) = user.LoanedBook->select(l:Loan | l.IsReturned = false and l.OverDueFee > 0)
",3
" user exists
  loans exists","   user.oclIsUndefined() = false and
   loans.oclIsUndefined() = false
",3
 The return value was all objects which each object in the set loans was linked to by LoanedCopy,"   result = loans->collect(l:Loan | l.LoanedCopy)
",3
" user is the object u in the instance set of class User. u represents an object of class User, and u meets:
      The attribute UserID of the object u is equal to uid
  res is the Set of class Reserve, including  which user is linked to","   user:User = User.allInstance()->any(u:User | u.UserID = uid),
   res:Set(Reserve) = user.ReservedBook
",3
" user exists
  res exists","   user.oclIsUndefined() = false and
   res.oclIsUndefined() = false
",3
 The return value was all objects which each object in the set res was linked to by ReservedCopy,"   result = res->collect(r:Reserve | r.ReservedCopy)
",3
" user is the object u in the instance set of class User. u represents an object of class User, and u meets:
      The attribute UserID of the object u is equal to uid
  rBooks is the Set of class RecommendBook, including  which user is linked to","   user:User = User.allInstance()->any(u:User | u.UserID = uid),
   rBooks:Set(RecommendBook) = user.RecommendedBook
",3
" user exists
  rBooks exists","   user.oclIsUndefined() = false and
   rBooks.oclIsUndefined() = false
",3
 The return value was rBooks,"   result = rBooks
",3
" user is the object u in the instance set of class User. u represents an object of class User, and u meets:
      The attribute UserID of the object u is equal to uid
  rb is the object r in the instance set of class RecommendBook. r represents an object of class RecommendBook, and r meets:
      The attribute CallNo of the object r is equal to callNo","   user:User = User.allInstance()->any(u:User | u.UserID = uid),
   rb:RecommendBook = RecommendBook.allInstance()->any(r:RecommendBook | r.CallNo = callNo)
",3
" user exists
  rb doesn't exist","   user.oclIsUndefined() = false and
   rb.oclIsUndefined() = true
",3
" r represented the object of class RecommendBook
  The object r was created
  The attribute CallNo of the object r became callNo
  The attribute Title of the object r became title
  The attribute Edition of the object r became edition
  The attribute Author of the object r became author
  The attribute Publisher of the object r became publisher
  The attribute Description of the object r became description
  The attribute ISBn of the object r became isbn
  The attribute RecommendDate of the object r became Today
  The object r was linked to the object user by RecommendUser
  The object user was linked to the object r by RecommendedBook
  The object r was put into the instance set of class RecommendBook
  The return value was true","   let r:RecommendBook in
   r.oclIsNew() and
   r.CallNo = callNo and
   r.Title = title and
   r.Edition = edition and
   r.Author = author and
   r.Publisher = publisher and
   r.Description = description and
   r.ISBn = isbn and
   r.RecommendDate = Today and
   r.RecommendUser = user and
   user.RecommendedBook->includes(r) and
   RecommendBook.allInstance()->includes(r) and
   result = true
",3
" user is the object u in the instance set of class Student. u represents an object of class Student, and u meets:
      The attribute UserID of the object u is equal to userID","   user:Student = Student.allInstance()->any(u:Student | u.UserID = userID)
",3
 user doesn't exist,"   user.oclIsUndefined() = true
",3
" u represented the object of class Student
  The object u was created
  The attribute UserID of the object u became userID
  The attribute Name of the object u became name
  The attribute Email of the object u became email
  The attribute Password of the object u became password
  The attribute Sex of the object u became sex
  The attribute Faculty of the object u became faculty
  The attribute LoanedNumber of the object u became 0
  The attribute BorrowStatus of the object u became NORMAL
  The attribute SuspensionDays of the object u became 0
  The attribute OverDueFee of the object u became 0
  The attribute Major of the object u became major
  The attribute Programme of the object u became programme
  The attribute RegistrationStatus of the object u became registrationStatus
  The object u was put into the instance set of class User
  The object u was put into the instance set of class Student
  The return value was true","   let u:Student in
   u.oclIsNew() and
   u.UserID = userID and
   u.Name = name and
   u.Email = email and
   u.Password = password and
   u.Sex = sex and
   u.Faculty = faculty and
   u.LoanedNumber = 0 and
   u.BorrowStatus = BorrowStatus::NORMAL and
   u.SuspensionDays = 0 and
   u.OverDueFee = 0 and
   u.Major = major and
   u.Programme = programme and
   u.RegistrationStatus = registrationStatus and
   User.allInstance()->includes(u) and
   Student.allInstance()->includes(u) and
   result = true
",3
" user is the object u in the instance set of class Student. u represents an object of class Student, and u meets:
      The attribute UserID of the object u is equal to userID","   user:Student = Student.allInstance()->any(u:Student | u.UserID = userID)
",3
 user exists,"   user.oclIsUndefined() = false
",3
" The attribute UserID of the object user became userID
  The attribute Name of the object user became name
  The attribute Email of the object user became email
  The attribute Password of the object user became password
  The attribute Sex of the object user became sex
  The attribute Faculty of the object user became faculty
  The attribute LoanedNumber of the object user became 0
  The attribute BorrowStatus of the object user became NORMAL
  The attribute SuspensionDays of the object user became 0
  The attribute OverDueFee of the object user became 0
  The attribute Major of the object user became major
  The attribute Programme of the object user became programme
  The attribute RegistrationStatus of the object user became registrationStatus
  The return value was true","   user.UserID = userID and
   user.Name = name and
   user.Email = email and
   user.Password = password and
   user.Sex = sex and
   user.Faculty = faculty and
   user.LoanedNumber = 0 and
   user.BorrowStatus = BorrowStatus::NORMAL and
   user.SuspensionDays = 0 and
   user.OverDueFee = 0 and
   user.Major = major and
   user.Programme = programme and
   user.RegistrationStatus = registrationStatus and
   result = true
",3
" user is the object u in the instance set of class Faculty. u represents an object of class Faculty, and u meets:
      The attribute UserID of the object u is equal to userID","   user:Faculty = Faculty.allInstance()->any(u:Faculty | u.UserID = userID)
",3
 user doesn't exist,"   user.oclIsUndefined() = true
",3
" u represented the object of class Faculty
  The object u was created
  The attribute UserID of the object u became userID
  The attribute Name of the object u became name
  The attribute Email of the object u became email
  The attribute Password of the object u became password
  The attribute Sex of the object u became sex
  The attribute Faculty of the object u became faculty
  The attribute LoanedNumber of the object u became 0
  The attribute BorrowStatus of the object u became NORMAL
  The attribute SuspensionDays of the object u became 0
  The attribute OverDueFee of the object u became 0
  The attribute Position of the object u became position
  The attribute Status of the object u became status
  The object u was put into the instance set of class User
  The object u was put into the instance set of class Faculty
  The return value was true","   let u:Faculty in
   u.oclIsNew() and
   u.UserID = userID and
   u.Name = name and
   u.Email = email and
   u.Password = password and
   u.Sex = sex and
   u.Faculty = faculty and
   u.LoanedNumber = 0 and
   u.BorrowStatus = BorrowStatus::NORMAL and
   u.SuspensionDays = 0 and
   u.OverDueFee = 0 and
   u.Position = position and
   u.Status = status and
   User.allInstance()->includes(u) and
   Faculty.allInstance()->includes(u) and
   result = true
",3
" user is the object u in the instance set of class Faculty. u represents an object of class Faculty, and u meets:
      The attribute UserID of the object u is equal to userID","   user:Faculty = Faculty.allInstance()->any(u:Faculty | u.UserID = userID)
",3
 user exists,"   user.oclIsUndefined() = false
",3
" The attribute UserID of the object user became userID
  The attribute Name of the object user became name
  The attribute Email of the object user became email
  The attribute Password of the object user became password
  The attribute Sex of the object user became sex
  The attribute Faculty of the object user became faculty
  The attribute LoanedNumber of the object user became 0
  The attribute BorrowStatus of the object user became NORMAL
  The attribute SuspensionDays of the object user became 0
  The attribute OverDueFee of the object user became 0
  The attribute Position of the object user became position
  The attribute Status of the object user became status
  The return value was true","   user.UserID = userID and
   user.Name = name and
   user.Email = email and
   user.Password = password and
   user.Sex = sex and
   user.Faculty = faculty and
   user.LoanedNumber = 0 and
   user.BorrowStatus = BorrowStatus::NORMAL and
   user.SuspensionDays = 0 and
   user.OverDueFee = 0 and
   user.Position = position and
   user.Status = status and
   result = true
",3
 The email is not equal to null,"   email <> """"
",3
 The return value was true,"   result = true
",3
" user is the object use in the instance set of class User. use represents an object of class User, and use meets:
      The attribute UserID of the object use is equal to userid","   user:User = User.allInstance()->any(use:User | use.UserID = userid)
",3
 user doesn't exist,"   user.oclIsUndefined() = true
",3
" use represented the object of class User
  The object use was created
  The attribute UserID of the object use became userid
  The attribute Name of the object use became name
  The attribute Sex of the object use became sex
  The attribute Password of the object use became password
  The attribute Email of the object use became email
  The attribute Faculty of the object use became faculty
  The attribute LoanedNumber of the object use became loanednumber
  The attribute BorrowStatus of the object use became borrowstatus
  The attribute SuspensionDays of the object use became suspensiondays
  The attribute OverDueFee of the object use became overduefee
  The object use was put into the instance set of class User
  The return value was true","   let use:User in
   use.oclIsNew() and
   use.UserID = userid and
   use.Name = name and
   use.Sex = sex and
   use.Password = password and
   use.Email = email and
   use.Faculty = faculty and
   use.LoanedNumber = loanednumber and
   use.BorrowStatus = borrowstatus and
   use.SuspensionDays = suspensiondays and
   use.OverDueFee = overduefee and
   User.allInstance()->includes(use) and
   result = true
",3
" user is the object use in the instance set of class User. use represents an object of class User, and use meets:
      The attribute UserID of the object use is equal to userid","   user:User = User.allInstance()->any(use:User | use.UserID = userid)
",3
 user exists,"   user.oclIsUndefined() = false
",3
 The return value was user,"   result = user
",3
" user is the object use in the instance set of class User. use represents an object of class User, and use meets:
      The attribute UserID of the object use is equal to userid","   user:User = User.allInstance()->any(use:User | use.UserID = userid)
",3
 user exists,"   user.oclIsUndefined() = false
",3
" The attribute UserID of the object user became userid
  The attribute Name of the object user became name
  The attribute Sex of the object user became sex
  The attribute Password of the object user became password
  The attribute Email of the object user became email
  The attribute Faculty of the object user became faculty
  The attribute LoanedNumber of the object user became loanednumber
  The attribute BorrowStatus of the object user became borrowstatus
  The attribute SuspensionDays of the object user became suspensiondays
  The attribute OverDueFee of the object user became overduefee
  The return value was true","   user.UserID = userid and
   user.Name = name and
   user.Sex = sex and
   user.Password = password and
   user.Email = email and
   user.Faculty = faculty and
   user.LoanedNumber = loanednumber and
   user.BorrowStatus = borrowstatus and
   user.SuspensionDays = suspensiondays and
   user.OverDueFee = overduefee and
   result = true
",3
" user is the object use in the instance set of class User. use represents an object of class User, and use meets:
      The attribute UserID of the object use is equal to userid","   user:User = User.allInstance()->any(use:User | use.UserID = userid)
",3
" user exists
  The object user is in the instance set of class User","   user.oclIsUndefined() = false and
   User.allInstance()->includes(user)
",3
" The object user was deleted from the instance set of class User
  The return value was true","   User.allInstance()->excludes(user) and
   result = true
",3
" book is the object boo in the instance set of class Book. boo represents an object of class Book, and boo meets:
      The attribute CallNo of the object boo is equal to callno","   book:Book = Book.allInstance()->any(boo:Book | boo.CallNo = callno)
",3
 book doesn't exist,"   book.oclIsUndefined() = true
",3
" boo represented the object of class Book
  The object boo was created
  The attribute CallNo of the object boo became callno
  The attribute Title of the object boo became title
  The attribute Edition of the object boo became edition
  The attribute Author of the object boo became author
  The attribute Publisher of the object boo became publisher
  The attribute Description of the object boo became description
  The attribute ISBn of the object boo became isbn
  The attribute CopyNum of the object boo became copynum
  The object boo was put into the instance set of class Book
  The return value was true","   let boo:Book in
   boo.oclIsNew() and
   boo.CallNo = callno and
   boo.Title = title and
   boo.Edition = edition and
   boo.Author = author and
   boo.Publisher = publisher and
   boo.Description = description and
   boo.ISBn = isbn and
   boo.CopyNum = copynum and
   Book.allInstance()->includes(boo) and
   result = true
",3
" book is the object boo in the instance set of class Book. boo represents an object of class Book, and boo meets:
      The attribute CallNo of the object boo is equal to callno","   book:Book = Book.allInstance()->any(boo:Book | boo.CallNo = callno)
",3
 book exists,"   book.oclIsUndefined() = false
",3
 The return value was book,"   result = book
",3
" book is the object boo in the instance set of class Book. boo represents an object of class Book, and boo meets:
      The attribute CallNo of the object boo is equal to callno","   book:Book = Book.allInstance()->any(boo:Book | boo.CallNo = callno)
",3
 book exists,"   book.oclIsUndefined() = false
",3
" The attribute CallNo of the object book became callno
  The attribute Title of the object book became title
  The attribute Edition of the object book became edition
  The attribute Author of the object book became author
  The attribute Publisher of the object book became publisher
  The attribute Description of the object book became description
  The attribute ISBn of the object book became isbn
  The attribute CopyNum of the object book became copynum
  The return value was true","   book.CallNo = callno and
   book.Title = title and
   book.Edition = edition and
   book.Author = author and
   book.Publisher = publisher and
   book.Description = description and
   book.ISBn = isbn and
   book.CopyNum = copynum and
   result = true
",3
" book is the object boo in the instance set of class Book. boo represents an object of class Book, and boo meets:
      The attribute CallNo of the object boo is equal to callno","   book:Book = Book.allInstance()->any(boo:Book | boo.CallNo = callno)
",3
" book exists
  The object book is in the instance set of class Book","   book.oclIsUndefined() = false and
   Book.allInstance()->includes(book)
",3
" The object book was deleted from the instance set of class Book
  The return value was true","   Book.allInstance()->excludes(book) and
   result = true
",3
" subject is the object sub in the instance set of class Subject. sub represents an object of class Subject, and sub meets:
      The attribute Name of the object sub is equal to name","   subject:Subject = Subject.allInstance()->any(sub:Subject | sub.Name = name)
",3
 subject doesn't exist,"   subject.oclIsUndefined() = true
",3
" sub represented the object of class Subject
  The object sub was created
  The attribute Name of the object sub became name
  The object sub was put into the instance set of class Subject
  The return value was true","   let sub:Subject in
   sub.oclIsNew() and
   sub.Name = name and
   Subject.allInstance()->includes(sub) and
   result = true
",3
" subject is the object sub in the instance set of class Subject. sub represents an object of class Subject, and sub meets:
      The attribute Name of the object sub is equal to name","   subject:Subject = Subject.allInstance()->any(sub:Subject | sub.Name = name)
",3
 subject exists,"   subject.oclIsUndefined() = false
",3
 The return value was subject,"   result = subject
",3
" subject is the object sub in the instance set of class Subject. sub represents an object of class Subject, and sub meets:
      The attribute Name of the object sub is equal to name","   subject:Subject = Subject.allInstance()->any(sub:Subject | sub.Name = name)
",3
 subject exists,"   subject.oclIsUndefined() = false
",3
" The attribute Name of the object subject became name
  The return value was true","   subject.Name = name and
   result = true
",3
" subject is the object sub in the instance set of class Subject. sub represents an object of class Subject, and sub meets:
      The attribute Name of the object sub is equal to name","   subject:Subject = Subject.allInstance()->any(sub:Subject | sub.Name = name)
",3
" subject exists
  The object subject is in the instance set of class Subject","   subject.oclIsUndefined() = false and
   Subject.allInstance()->includes(subject)
",3
" The object subject was deleted from the instance set of class Subject
  The return value was true","   Subject.allInstance()->excludes(subject) and
   result = true
",3
" book is the object b in the instance set of class Book. b represents an object of class Book, and b meets:
      The attribute CallNo of the object b is equal to callNo
  bc is the object c in all objects which book is linked to by Copys. c represents an object of class BookCopy, and c meets:
      The attribute Barcode of the object c is equal to barcode","   book:Book = Book.allInstance()->any(b:Book | b.CallNo = callNo),
   bc:BookCopy = book.Copys->any(c:BookCopy | c.Barcode = barcode)
",3
" book exists
  bc doesn't exist","   book.oclIsUndefined() = false and
   bc.oclIsUndefined() = true
",3
" copy represented the object of class BookCopy
  The object copy was created
  The attribute Barcode of the object copy became barcode
  The attribute Status of the object copy became AVAILABLE
  The attribute Location of the object copy became location
  The attribute IsReserved of the object copy became false
  The object book was linked to the object copy by Copys
  The object copy was linked to the object book by BookBelongs
  The attribute CopyNum of the object book became the previous value of the attribute CopyNum of the object book plus 1
  The object copy was put into the instance set of class BookCopy
  The return value was true","   let copy:BookCopy in
   copy.oclIsNew() and
   copy.Barcode = barcode and
   copy.Status = CopyStatus::AVAILABLE and
   copy.Location = location and
   copy.IsReserved = false and
   book.Copys->includes(copy) and
   copy.BookBelongs = book and
   book.CopyNum = book.CopyNum@pre + 1 and
   BookCopy.allInstance()->includes(copy) and
   result = true
",3
" bookcopy is the object boo in the instance set of class BookCopy. boo represents an object of class BookCopy, and boo meets:
      The attribute Barcode of the object boo is equal to barcode","   bookcopy:BookCopy = BookCopy.allInstance()->any(boo:BookCopy | boo.Barcode = barcode)
",3
 bookcopy exists,"   bookcopy.oclIsUndefined() = false
",3
 The return value was bookcopy,"   result = bookcopy
",3
" bookcopy is the object boo in the instance set of class BookCopy. boo represents an object of class BookCopy, and boo meets:
      The attribute Barcode of the object boo is equal to barcode","   bookcopy:BookCopy = BookCopy.allInstance()->any(boo:BookCopy | boo.Barcode = barcode)
",3
 bookcopy exists,"   bookcopy.oclIsUndefined() = false
",3
" The attribute Barcode of the object bookcopy became barcode
  The attribute Status of the object bookcopy became status
  The attribute Location of the object bookcopy became location
  The attribute IsReserved of the object bookcopy became isreserved
  The return value was true","   bookcopy.Barcode = barcode and
   bookcopy.Status = status and
   bookcopy.Location = location and
   bookcopy.IsReserved = isreserved and
   result = true
",3
" bookcopy is the object boo in the instance set of class BookCopy. boo represents an object of class BookCopy, and boo meets:
      The attribute Barcode of the object boo is equal to barcode","   bookcopy:BookCopy = BookCopy.allInstance()->any(boo:BookCopy | boo.Barcode = barcode)
",3
" bookcopy exists
  The object bookcopy is in the instance set of class BookCopy","   bookcopy.oclIsUndefined() = false and
   BookCopy.allInstance()->includes(bookcopy)
",3
" The object bookcopy was deleted from the instance set of class BookCopy
  The return value was true","   BookCopy.allInstance()->excludes(bookcopy) and
   result = true
",3
" librarian is the object lib in the instance set of class Librarian. lib represents an object of class Librarian, and lib meets:
      The attribute LibrarianID of the object lib is equal to librarianid","   librarian:Librarian = Librarian.allInstance()->any(lib:Librarian | lib.LibrarianID = librarianid)
",3
 librarian doesn't exist,"   librarian.oclIsUndefined() = true
",3
" lib represented the object of class Librarian
  The object lib was created
  The attribute LibrarianID of the object lib became librarianid
  The attribute Name of the object lib became name
  The attribute Password of the object lib became password
  The object lib was put into the instance set of class Librarian
  The return value was true","   let lib:Librarian in
   lib.oclIsNew() and
   lib.LibrarianID = librarianid and
   lib.Name = name and
   lib.Password = password and
   Librarian.allInstance()->includes(lib) and
   result = true
",3
" librarian is the object lib in the instance set of class Librarian. lib represents an object of class Librarian, and lib meets:
      The attribute LibrarianID of the object lib is equal to librarianid","   librarian:Librarian = Librarian.allInstance()->any(lib:Librarian | lib.LibrarianID = librarianid)
",3
 librarian exists,"   librarian.oclIsUndefined() = false
",3
 The return value was librarian,"   result = librarian
",3
" librarian is the object lib in the instance set of class Librarian. lib represents an object of class Librarian, and lib meets:
      The attribute LibrarianID of the object lib is equal to librarianid","   librarian:Librarian = Librarian.allInstance()->any(lib:Librarian | lib.LibrarianID = librarianid)
",3
 librarian exists,"   librarian.oclIsUndefined() = false
",3
" The attribute LibrarianID of the object librarian became librarianid
  The attribute Name of the object librarian became name
  The attribute Password of the object librarian became password
  The return value was true","   librarian.LibrarianID = librarianid and
   librarian.Name = name and
   librarian.Password = password and
   result = true
",3
" librarian is the object lib in the instance set of class Librarian. lib represents an object of class Librarian, and lib meets:
      The attribute LibrarianID of the object lib is equal to librarianid","   librarian:Librarian = Librarian.allInstance()->any(lib:Librarian | lib.LibrarianID = librarianid)
",3
" librarian exists
  The object librarian is in the instance set of class Librarian","   librarian.oclIsUndefined() = false and
   Librarian.allInstance()->includes(librarian)
",3
" The object librarian was deleted from the instance set of class Librarian
  The return value was true","   Librarian.allInstance()->excludes(librarian) and
   result = true
",3
" loanrequest is the object loa in the instance set of class LoanRequest. loa represents an object of class LoanRequest, and loa meets:
      The attribute RequestID of the object loa is equal to requestid","   loanrequest:LoanRequest = LoanRequest.allInstance()->any(loa:LoanRequest | loa.RequestID = requestid)
",3
 loanrequest doesn't exist,"   loanrequest.oclIsUndefined() = true
",3
" loa represented the object of class LoanRequest
  The object loa was created
  The attribute RequestID of the object loa became requestid
  The attribute Name of the object loa became name
  The attribute LoanAmount of the object loa became loanamount
  The attribute LoanPurpose of the object loa became loanpurpose
  The attribute Income of the object loa became income
  The attribute PhoneNumber of the object loa became phonenumber
  The attribute PostalAddress of the object loa became postaladdress
  The attribute ZipCode of the object loa became zipcode
  The attribute Email of the object loa became email
  The attribute WorkReferences of the object loa became workreferences
  The attribute CreditReferences of the object loa became creditreferences
  The attribute CheckingAccountNumber of the object loa became checkingaccountnumber
  The attribute SecurityNumber of the object loa became securitynumber
  The object loa was put into the instance set of class LoanRequest
  The object CurrentLoanRequest became loa
  The return value was true","   let loa:LoanRequest in
   loa.oclIsNew() and
   loa.RequestID = requestid and
   loa.Name = name and
   loa.LoanAmount = loanamount and
   loa.LoanPurpose = loanpurpose and
   loa.Income = income and
   loa.PhoneNumber = phonenumber and
   loa.PostalAddress = postaladdress and
   loa.ZipCode = zipcode and
   loa.Email = email and
   loa.WorkReferences = workreferences and
   loa.CreditReferences = creditreferences and
   loa.CheckingAccountNumber = checkingaccountnumber and
   loa.SecurityNumber = securitynumber and
   LoanRequest.allInstance()->includes(loa) and
   self.CurrentLoanRequest = loa and
   result = true
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" his represented the object of class CreditHistory
  The object his was created
  his became the return value of system operation getCreditHistory
  The object CurrentLoanRequest was linked to the object his by RequestedCreditHistory
  The object his was put into the instance set of class CreditHistory
  The return value was true","   let his:CreditHistory in
   his.oclIsNew() and
   his = getCreditHistory(CurrentLoanRequest.SecurityNumber, CurrentLoanRequest.Name) and
   CurrentLoanRequest.RequestedCreditHistory = his and
   CreditHistory.allInstance()->includes(his) and
   result = true
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" ca represented the object of class CheckingAccount
  The object ca was created
  ca became the return value of system operation getCheckingAccountStatus
  The object CurrentLoanRequest was linked to the object ca by RequestedCAHistory
  The object ca was put into the instance set of class CheckingAccount
  The return value was true","   let ca:CheckingAccount in
   ca.oclIsNew() and
   ca = getCheckingAccountStatus(self.CurrentLoanRequest.CheckingAccountNumber) and
   self.CurrentLoanRequest.RequestedCAHistory = ca and
   CheckingAccount.allInstance()->includes(ca) and
   result = true
",3
" The object CurrentLoanRequest exists
  CurrentLoanRequest exists
  CurrentLoanRequest exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCAHistory.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCreditHistory.oclIsUndefined() = false
",3
" The attribute CreditScore of the object CurrentLoanRequest became 100
  The attribute Status of the object CurrentLoanRequest became SUBMITTED
  The return value was the attribute CreditScore of the object CurrentLoanRequest","
   self.CurrentLoanRequest.CreditScore = 100 and
   self.CurrentLoanRequest.Status = LoanRequestStatus::SUBMITTED and
   result = self.CurrentLoanRequest.CreditScore
",3
" rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to SUBMITTED","   rs:Set(LoanRequest) = LoanRequest.allInstance()->select(r:LoanRequest | r.Status =  LoanRequestStatus::SUBMITTED)
",3
 The size of rs is greater than 0,"   rs.size() > 0
",3
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
",3
" rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","   rs:LoanRequest = self.CurrentLoanRequests->any(r:LoanRequest | r.RequestID = requestid)
",3
 rs exists,"   rs.oclIsUndefined() = false
",3
" The object CurrentLoanRequest became rs
  The return value was rs","   self.CurrentLoanRequest = rs and
   result = rs
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" The attribute Status of the object CurrentLoanRequest became REFERENCESVALIDATED
  The return value was true","   self.CurrentLoanRequest.Status = LoanRequestStatus::REFERENCESVALIDATED and
   result = true
",3
" rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to REFERENCESVALIDATED","   rs:Set(LoanRequest) = LoanRequest.allInstance()->select(r:LoanRequest | r.Status =  LoanRequestStatus::REFERENCESVALIDATED)
",3
 rs exists,"   rs.oclIsUndefined() = false
",3
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
",3
" rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","   rs:LoanRequest = self.CurrentLoanRequests->any(r:LoanRequest | r.RequestID = requestid)
",3
 rs exists,"   rs.oclIsUndefined() = false
",3
" The object CurrentLoanRequest became rs
  The return value was rs","   self.CurrentLoanRequest = rs and
   result = rs
",3
" The object CurrentLoanRequest exists
  CurrentLoanRequest exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCreditHistory.oclIsUndefined() = false
",3
 The return value was the object which CurrentLoanRequest was linked to by RequestedCreditHistory,"   result = CurrentLoanRequest.RequestedCreditHistory
",3
" The object CurrentLoanRequest exists
  CurrentLoanRequest exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCAHistory.oclIsUndefined() = false
",3
 The return value was the object which CurrentLoanRequest was linked to by RequestedCAHistory,"   result = CurrentLoanRequest.RequestedCAHistory
",3
 The return value was the instance set of class LoanTerm,"   result = LoanTerm.allInstance()
",3
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to termid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = termid)
",3
" The object CurrentLoanRequest exists
  loanterm exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   loanterm.oclIsUndefined() = false
",3
" The object CurrentLoanRequest was linked to the object loanterm by AttachedLoanTerms
  The return value was true","   CurrentLoanRequest.AttachedLoanTerms->includes(loanterm) and
   result = true
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" The attribute Status of the object CurrentLoanRequest became APPROVED
  The return value was true","   self.CurrentLoanRequest.Status = LoanRequestStatus::APPROVED and
   result = true
",3
" rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to APPROVED","   rs:Set(LoanRequest) = LoanRequest.allInstance()->select(r:LoanRequest | r.Status =  LoanRequestStatus::APPROVED)
",3
 rs exists,"   rs.oclIsUndefined() = false
",3
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
",3
" r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to id","   r:LoanRequest = LoanRequest.allInstance()->any(lr:LoanRequest | lr.RequestID = id)
",3
 r exists,"   r.oclIsUndefined() = false
",3
" l represented the object of class ApprovalLetter
  The object l was created
  The attribute Content of the object l became ""ApprovalLetterContent""
  The object r was linked to the object l by AttachedApprovalLetter
  The object CurrentLoanRequest became r
  The object l was put into the instance set of class ApprovalLetter
  The return value was true","   let l:ApprovalLetter in
   l.oclIsNew() and
   l.Content = ""ApprovalLetterContent"" and
   r.AttachedApprovalLetter = l and
   self.CurrentLoanRequest = r and
   ApprovalLetter.allInstance()->includes(l) and
   result = true
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" la represented the object of class LoanAgreement
  The object la was created
  The attribute Content of the object la became ""Loan Agreement""
  The object CurrentLoanRequest was linked to the object la by AttachedLoanAgreement
  The object la was put into the instance set of class LoanAgreement
  The return value was true","   let la:LoanAgreement in
   la.oclIsNew() and
   la.Content = ""Loan Agreement"" and
   self.CurrentLoanRequest.AttachedLoanAgreement = la and
   LoanAgreement.allInstance()->includes(la) and
   result = true
",3
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
",3
" The system operation print was executed
  The return value was true","   print(CurrentLoanRequest.AttachedLoanAgreement.Content, number) and
   result = true
",3
